Step 50: {'loss': 1.7478, 'grad_norm': 3.0894532203674316, 'learning_rate': 9.84974958263773e-05, 'rewards/chosen': -0.001142332679592073, 'rewards/rejected': -0.0013759228168055415, 'rewards/accuracies': 0.5874999761581421, 'rewards/margins': 0.00023359015176538378, 'logps/rejected': -1.3759230375289917, 'logps/chosen': -1.142332673072815, 'logits/rejected': 2.382145881652832, 'logits/chosen': 2.413242816925049, 'nll_loss': 1.7472200393676758, 'log_odds_ratio': -0.5424495935440063, 'log_odds_chosen': 0.39665424823760986, 'epoch': 0.00747887218607434}
Step 100: {'loss': 1.5843, 'grad_norm': 3.1633198261260986, 'learning_rate': 9.682804674457429e-05, 'rewards/chosen': -0.001083366572856903, 'rewards/rejected': -0.0013388377847149968, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.00025547100813128054, 'logps/rejected': -1.3388376235961914, 'logps/chosen': -1.0833666324615479, 'logits/rejected': 2.5887651443481445, 'logits/chosen': 2.6354336738586426, 'nll_loss': 1.5837910175323486, 'log_odds_ratio': -0.5373013615608215, 'log_odds_chosen': 0.4290226101875305, 'epoch': 0.01495774437214868}
Step 150: {'loss': 1.5247, 'grad_norm': 3.6682257652282715, 'learning_rate': 9.515859766277128e-05, 'rewards/chosen': -0.0010645959991961718, 'rewards/rejected': -0.0013056265888735652, 'rewards/accuracies': 0.5425000190734863, 'rewards/margins': 0.00024103073519654572, 'logps/rejected': -1.305626630783081, 'logps/chosen': -1.0645959377288818, 'logits/rejected': 2.494424343109131, 'logits/chosen': 2.5289554595947266, 'nll_loss': 1.5241410732269287, 'log_odds_ratio': -0.5441039800643921, 'log_odds_chosen': 0.4223083257675171, 'epoch': 0.02243661655822302}
Step 200: {'loss': 1.5093, 'grad_norm': 3.0541162490844727, 'learning_rate': 9.348914858096829e-05, 'rewards/chosen': -0.0010800478048622608, 'rewards/rejected': -0.0013239565305411816, 'rewards/accuracies': 0.574999988079071, 'rewards/margins': 0.00024390876933466643, 'logps/rejected': -1.3239564895629883, 'logps/chosen': -1.0800477266311646, 'logits/rejected': 2.5211966037750244, 'logits/chosen': 2.561554193496704, 'nll_loss': 1.5087794065475464, 'log_odds_ratio': -0.5392423272132874, 'log_odds_chosen': 0.413483202457428, 'epoch': 0.02991548874429736}
Step 250: {'loss': 1.4984, 'grad_norm': 3.2120676040649414, 'learning_rate': 9.181969949916528e-05, 'rewards/chosen': -0.0010875656735152006, 'rewards/rejected': -0.001312156324274838, 'rewards/accuracies': 0.5625, 'rewards/margins': 0.0002245908253826201, 'logps/rejected': -1.3121565580368042, 'logps/chosen': -1.087565541267395, 'logits/rejected': 2.5530312061309814, 'logits/chosen': 2.6036226749420166, 'nll_loss': 1.4978599548339844, 'log_odds_ratio': -0.5524499416351318, 'log_odds_chosen': 0.37473052740097046, 'epoch': 0.0373943609303717}
Step 300: {'loss': 1.5036, 'grad_norm': 3.3236660957336426, 'learning_rate': 9.015025041736227e-05, 'rewards/chosen': -0.001070946455001831, 'rewards/rejected': -0.0013075025053694844, 'rewards/accuracies': 0.5674999952316284, 'rewards/margins': 0.00023655610857531428, 'logps/rejected': -1.3075026273727417, 'logps/chosen': -1.0709463357925415, 'logits/rejected': 2.5233147144317627, 'logits/chosen': 2.56064510345459, 'nll_loss': 1.5030704736709595, 'log_odds_ratio': -0.5416350364685059, 'log_odds_chosen': 0.42181146144866943, 'epoch': 0.04487323311644604}
Step 350: {'loss': 1.5101, 'grad_norm': 3.381352663040161, 'learning_rate': 8.848080133555928e-05, 'rewards/chosen': -0.0010608903830870986, 'rewards/rejected': -0.0013187292497605085, 'rewards/accuracies': 0.5950000286102295, 'rewards/margins': 0.0002578388957772404, 'logps/rejected': -1.318729043006897, 'logps/chosen': -1.0608903169631958, 'logits/rejected': 2.5311059951782227, 'logits/chosen': 2.5668725967407227, 'nll_loss': 1.5095794200897217, 'log_odds_ratio': -0.5247432589530945, 'log_odds_chosen': 0.4637193977832794, 'epoch': 0.05235210530252038}
Step 400: {'loss': 1.5748, 'grad_norm': 3.2943849563598633, 'learning_rate': 8.681135225375627e-05, 'rewards/chosen': -0.0011189893120899796, 'rewards/rejected': -0.0013671048218384385, 'rewards/accuracies': 0.5600000023841858, 'rewards/margins': 0.0002481155679561198, 'logps/rejected': -1.3671050071716309, 'logps/chosen': -1.1189892292022705, 'logits/rejected': 2.4258158206939697, 'logits/chosen': 2.459641695022583, 'nll_loss': 1.5742790699005127, 'log_odds_ratio': -0.5373466610908508, 'log_odds_chosen': 0.4271501898765564, 'epoch': 0.05983097748859472}
Step 450: {'loss': 1.4731, 'grad_norm': 3.1959421634674072, 'learning_rate': 8.514190317195326e-05, 'rewards/chosen': -0.0010709349298849702, 'rewards/rejected': -0.0013240512926131487, 'rewards/accuracies': 0.6050000190734863, 'rewards/margins': 0.00025311627541668713, 'logps/rejected': -1.3240512609481812, 'logps/chosen': -1.0709348917007446, 'logits/rejected': 2.452422618865967, 'logits/chosen': 2.5051355361938477, 'nll_loss': 1.4725855588912964, 'log_odds_ratio': -0.5333176255226135, 'log_odds_chosen': 0.4318721294403076, 'epoch': 0.06730984967466906}
Step 500: {'loss': 1.5181, 'grad_norm': 3.1536014080047607, 'learning_rate': 8.347245409015025e-05, 'rewards/chosen': -0.0011134239612147212, 'rewards/rejected': -0.0013481458881869912, 'rewards/accuracies': 0.5575000047683716, 'rewards/margins': 0.00023472204338759184, 'logps/rejected': -1.3481457233428955, 'logps/chosen': -1.1134238243103027, 'logits/rejected': 2.4137282371520996, 'logits/chosen': 2.458897352218628, 'nll_loss': 1.5175955295562744, 'log_odds_ratio': -0.5491487383842468, 'log_odds_chosen': 0.3995833694934845, 'epoch': 0.0747887218607434}
Step 550: {'loss': 1.4411, 'grad_norm': 3.156482696533203, 'learning_rate': 8.180300500834724e-05, 'rewards/chosen': -0.001045182696543634, 'rewards/rejected': -0.0013000548351556063, 'rewards/accuracies': 0.5899999737739563, 'rewards/margins': 0.00025487213861197233, 'logps/rejected': -1.300054669380188, 'logps/chosen': -1.045182704925537, 'logits/rejected': 2.478799819946289, 'logits/chosen': 2.5222790241241455, 'nll_loss': 1.4406095743179321, 'log_odds_ratio': -0.5300842523574829, 'log_odds_chosen': 0.44394081830978394, 'epoch': 0.08226759404681774}
